dist_top, dist_bottom, dist_left, dist_right, dist_head_tail, dist_candy, move, score, result
-1, -1, -1, -1, -1, -1,0,0,1
-1, -1, -1, -1, -1, -1,2,0,1
147.0, 823.0, 846.0, 101.0, 58.0, 736.6953237261656,0,0,1
275.0, 695.0, 782.0, 165.0, 116.36150566231085, 690.7850606375329,0,0,1
467.0, 503.0, 782.0, 165.0, 218.21548982599745, 758.6092538323006,2,0,1
563.0, 407.0, 686.0, 261.0, 175.27692375210148, 729.7122720634483,1,0,1
435.0, 535.0, 590.0, 357.0, 138.10503249338888, 576.8882040742383,0,0,1
243.0, 727.0, 590.0, 357.0, 218.21548982599745, 496.7735902803208,3,0,1
179.0, 791.0, 718.0, 229.0, 169.91762710207556, 611.3591415853696,3,0,1
179.0, 791.0, 910.0, 37.0, 218.21548982599745, 802.555917055005,3,0,1
-1, -1, -1, -1, -1, -1,3,0,0
947.0, 23.0, 15.0, 932.0, -1, 770.5796519504003,1,0,1
819.0, 151.0, 78.0, 869.0, 97.32420048477151, 640.0,1,0,1
627.0, 343.0, 78.0, 869.0, 112.0, 448.0,3,0,1
531.0, 439.0, 206.0, 741.0, 97.32420048477151, 374.550397143028,3,0,1
531.0, 439.0, 398.0, 549.0, 112.0, 475.7141999141922,0,0,1
659.0, 311.0, 462.0, 485.0, 97.32420048477151, 614.6999267935535,0,0,1
883.0, 87.0, 462.0, 485.0, 112.0, 801.9177015130667,2,0,1
947.0, 23.0, 334.0, 613.0, 97.32420048477151, 809.5430810031052,1,0,1
819.0, 151.0, 270.0, 677.0, 97.32420048477151, 668.1796165702752,2,0,1
755.0, 215.0, 110.0, 837.0, 107.11675872616759, 576.8882040742383,2,0,1
-1, -1, -1, -1, -1, -1,2,0,0
947.0, 23.0, 15.0, 932.0, -1, 320.6009981269553,0,0,1
-1, -1, -1, -1, -1, -1,1,0,0
947.0, 23.0, 15.0, 932.0, -1, 821.7450942962787,2,0,1
947.0, 23.0, 206.0, 741.0, 111.0, 637.5954830454808,3,0,1
947.0, 23.0, 398.0, 549.0, 112.0, 458.1702740248433,3,0,1
947.0, 23.0, 590.0, 357.0, 112.0, 295.0254226333724,1,0,1
851.0, 119.0, 686.0, 261.0, 86.16263691415206, 160.0,3,0,1
755.0, 215.0, 814.0, 133.0, 104.546640309481, -1,1,0,1
627.0, 343.0, 878.0, 69.0, 104.546640309481, -1,3,0,1
-1, -1, -1, -1, -1, -1,2,0,1
-1, -1, -1, -1, -1, -1,3,0,0
947.0, 23.0, 15.0, 932.0, -1, 762.7745407392672,2,0,1
947.0, 23.0, 174.0, 773.0, 95.0, 689.3010953132165,1,0,1
819.0, 151.0, 238.0, 709.0, 137.41178988718545, 546.816239700322,3,0,1
755.0, 215.0, 366.0, 581.0, 206.11889772653063, 452.54833995939043,1,0,1
627.0, 343.0, 430.0, 517.0, 217.6235281397671, 320.0,0,0,1
435.0, 535.0, 430.0, 517.0, 252.0039682227246, 128.0,2,0,1
371.0, 599.0, 302.0, 645.0, 212.8497122384712, 143.10835055998655,3,0,1
371.0, 599.0, 110.0, 837.0, 248.3867951401604, 326.3372488699382,1,0,1
243.0, 727.0, 46.0, 901.0, 218.83783950679097, 389.29680193908604,1,0,1
51.0, 919.0, 46.0, 901.0, 248.3867951401604, 461.5105632593906,3,0,1
36.0, 934.0, 61.0, 886.0, 239.42639787625757, 457.823109945315,1,0,0
947.0, 23.0, 15.0, 932.0, -1, 806.8116260937246,3,0,1
947.0, 23.0, 206.0, 741.0, 64.0, 656.5851049178622,0,0,1
962.0, 8.0, 254.0, 693.0, 21.93171219946131, 633.2400808540154,1,0,0
947.0, 23.0, 15.0, 932.0, -1, 1004.0244020938933,2,0,1
947.0, 23.0, 206.0, 741.0, 48.0, 859.8418459228418,1,0,1
819.0, 151.0, 270.0, 677.0, 48.0, 725.4901791202966,2,0,1
723.0, 247.0, 142.0, 805.0, 48.0, 773.9767438366607,0,0,1
883.0, 87.0, 78.0, 869.0, 48.0, 915.2223773488058,2,0,1
-1, -1, -1, -1, -1, -1,3,0,0
947.0, 23.0, 15.0, 932.0, -1, 520.7388981053749,3,0,1
947.0, 23.0, 174.0, 773.0, 95.0, 515.9844958911071,0,0,1
-1, -1, -1, -1, -1, -1,2,0,0
947.0, 23.0, 15.0, 932.0, -1, 886.4857584868467,0,0,1
962.0, 8.0, 63.0, 884.0, 22.67156809750927, 850.4128409190445,1,0,0
947.0, 23.0, 15.0, 932.0, -1, -1,3,0,1
947.0, 23.0, 206.0, 741.0, 96.0, -1,0,0,1
962.0, 8.0, 255.0, 692.0, 51.24451190127583, -1,2,0,0
947.0, 23.0, 15.0, 932.0, -1, 515.4890881483332,3,0,1
947.0, 23.0, 174.0, 773.0, 95.0, 458.1702740248433,1,0,1
851.0, 119.0, 238.0, 709.0, 123.76186811776881, 353.45155254999236,2,0,1
755.0, 215.0, 110.0, 837.0, 136.23509092741122, 301.8873962258113,3,0,1
-1, -1, -1, -1, -1, -1,0,0,0
947.0, 23.0, 15.0, 932.0, -1, 972.5517981064042,2,0,1
947.0, 23.0, 174.0, 773.0, 95.0, 870.4941125590684,1,0,1
819.0, 151.0, 238.0, 709.0, 137.41178988718545, 729.7122720634483,2,0,1
755.0, 215.0, 110.0, 837.0, 134.71822445385777, 770.6620530427069,0,0,1
883.0, 87.0, 46.0, 901.0, 127.12198865656563, 905.0966799187809,3,0,1
947.0, 23.0, 174.0, 773.0, 127.12198865656563, 870.4941125590684,0,0,1
970.0, 0.0, 0.0, 947.0, 166.1836333698358, 999.562404254982,3,0,0
947.0, 23.0, 15.0, 932.0, -1, -1,3,0,1
947.0, 23.0, 206.0, 741.0, 80.0, -1,2,0,1
947.0, 23.0, 398.0, 549.0, 80.0, -1,1,0,1
819.0, 151.0, 462.0, 485.0, 80.0, -1,3,0,1
723.0, 247.0, 590.0, 357.0, 80.0, -1,3,0,1
723.0, 247.0, 782.0, 165.0, 80.0, -1,3,0,1
-1, -1, -1, -1, -1, -1,1,0,1
-1, -1, -1, -1, -1, -1,3,0,1
-1, -1, -1, -1, -1, -1,2,0,0
-1, -1, -1, -1, -1, -1,3,0,1
947.0, 23.0, 15.0, 932.0, -1, 923.2209919623795,1,0,1
851.0, 119.0, 78.0, 869.0, 79.30952023559341, 858.5965292266211,3,0,1
787.0, 183.0, 206.0, 741.0, 128.9961239727768, 736.2852708020173,3,0,1
787.0, 183.0, 398.0, 549.0, 176.0, 546.4979414416856,3,0,1
787.0, 183.0, 590.0, 357.0, 176.0, 359.07102361510596,3,0,1
787.0, 183.0, 782.0, 165.0, 176.0, 181.4717608885746,3,0,1
-1, -1, -1, -1, -1, -1,0,0,1
-1, -1, -1, -1, -1, -1,1,0,1
-1, -1, -1, -1, -1, -1,3,0,0
947.0, 23.0, 15.0, 932.0, -1, 589.2919480189764,1,0,1
819.0, 151.0, 78.0, 869.0, 97.32420048477151, 461.5105632593906,1,0,1
627.0, 343.0, 78.0, 869.0, 112.0, 389.29680193908604,2,0,1
-1, -1, -1, -1, -1, -1,2,0,0
947.0, 23.0, 15.0, 932.0, -1, 863.5930754701545,1,0,1
819.0, 151.0, 78.0, 869.0, 97.32420048477151, 805.739411968907,3,0,1
755.0, 215.0, 206.0, 741.0, 138.13037319865606, 690.7850606375329,1,0,1
627.0, 343.0, 270.0, 677.0, 138.13037319865606, 672.7614733321165,0,0,1
435.0, 535.0, 270.0, 677.0, 189.02380802428036, 774.6379799622531,0,0,1
243.0, 727.0, 270.0, 677.0, 192.0, 906.227344544403,2,0,1
147.0, 823.0, 142.0, 805.0, 137.41178988718545, 1063.7292888700583,2,0,1
-1, -1, -1, -1, -1, -1,3,0,0
947.0, 23.0, 15.0, 932.0, -1, 801.0399490662123,2,0,1
947.0, 23.0, 174.0, 773.0, 95.0, 665.876865493914,2,0,1
947.0, 23.0, 366.0, 581.0, 191.0, 520.9222590751906,3,0,1
947.0, 23.0, 558.0, 389.0, 224.0, 416.0,3,0,1
947.0, 23.0, 750.0, 197.0, 224.0, 385.33102652135346,1,0,1
819.0, 151.0, 814.0, 133.0, 158.39823231336896, 273.408119850161,3,0,1
755.0, 215.0, 936.0, 11.0, 155.24174696260025, 290.4961273407961,0,0,1
-1, -1, -1, -1, -1, -1,2,0,1
-1, -1, -1, -1, -1, -1,3,0,0
947.0, 23.0, 15.0, 932.0, -1, 745.8478397099504,0,0,1
962.0, 8.0, 63.0, 884.0, 22.67156809750927, 735.6969484781081,2,0,0
-1, -1, -1, -1, -1, -1,2,0,1
947.0, 23.0, 15.0, 932.0, -1, 844.4080767022542,1,0,1
970.0, 0.0, 0.0, 947.0, 26.92582403567252, 871.5715690636082,0,0,0
947.0, 23.0, 15.0, 932.0, -1, 921.5557498057293,3,0,1
947.0, 23.0, 206.0, 741.0, 111.0, 730.7010332550516,1,0,1
819.0, 151.0, 270.0, 677.0, 119.40686747419514, 672.8833479883419,1,0,1
627.0, 343.0, 270.0, 677.0, 160.0, 725.6031973468695,0,0,1
435.0, 535.0, 270.0, 677.0, 160.0, 820.9482322290487,1,0,1
243.0, 727.0, 270.0, 677.0, 160.0, 946.1183858270591,3,0,1
179.0, 791.0, 430.0, 517.0, 129.80754985747168, 893.1584405915895,1,0,1
51.0, 919.0, 494.0, 453.0, 119.40686747419514, 970.4947192025313,3,0,1
36.0, 934.0, 509.0, 438.0, 119.01260437449471, 977.2256648287539,3,0,0
947.0, 23.0, 15.0, 932.0, -1, 815.0981535986939,1,0,1
851.0, 119.0, 78.0, 869.0, 79.30952023559341, 704.7268974574476,0,0,1
659.0, 311.0, 78.0, 869.0, 183.17477992343814, 601.2254152977899,0,0,1
531.0, 439.0, 78.0, 869.0, 224.0, 558.8559742903353,0,0,1
307.0, 663.0, 78.0, 869.0, 224.0, 552.4056480522262,0,0,1
147.0, 823.0, 78.0, 869.0, 224.0, 601.2254152977899,2,0,1
-1, -1, -1, -1, -1, -1,2,0,0
947.0, 23.0, 15.0, 932.0, -1, 1049.0686345516199,1,0,1
851.0, 119.0, 110.0, 837.0, 79.30952023559341, 915.2223773488058,1,0,1
627.0, 343.0, 110.0, 837.0, 96.0, 747.0475219154401,3,0,1
563.0, 407.0, 238.0, 709.0, 90.19977827023745, 611.3591415853696,3,0,1
563.0, 407.0, 430.0, 517.0, 96.0, 500.8792269599529,3,0,1
563.0, 407.0, 654.0, 293.0, 96.0, 448.0,2,0,1
563.0, 407.0, 846.0, 101.0, 96.0, 487.40947877529015,2,0,1
-1, -1, -1, -1, -1, -1,1,0,1
-1, -1, -1, -1, -1, -1,2,0,0
947.0, 23.0, 15.0, 932.0, -1, 1004.0244020938933,2,0,1
947.0, 23.0, 206.0, 741.0, 96.0, 859.8418459228418,2,0,1
947.0, 23.0, 430.0, 517.0, 96.0, 719.1105617358154,3,0,1
947.0, 23.0, 622.0, 325.0, 96.0, 637.5954830454808,0,0,1
962.0, 8.0, 671.0, 276.0, 51.24451190127583, 639.201063828902,2,0,0
947.0, 23.0, 15.0, 932.0, -1, 434.6596369574704,2,0,1
947.0, 23.0, 238.0, 709.0, 80.0, 353.45155254999236,3,0,1
947.0, 23.0, 430.0, 517.0, 80.0, 386.6574711550263,1,0,1
819.0, 151.0, 494.0, 453.0, 80.0, 316.7838379715733,3,0,1
723.0, 247.0, 622.0, 325.0, 80.0, 374.550397143028,0,0,1
851.0, 119.0, 686.0, 261.0, 80.0, 488.4588007191599,0,0,1
-1, -1, -1, -1, -1, -1,1,0,0
947.0, 23.0, 15.0, 932.0, -1, 769.041611357929,0,0,1
970.0, 0.0, 0.0, 947.0, 51.42956348249516, 795.4401297395046,3,0,0
-1, -1, -1, -1, -1, -1,0,0,1
947.0, 23.0, 15.0, 932.0, -1, 701.4050185164061,3,0,1
970.0, 0.0, 0.0, 947.0, 26.92582403567252, 728.541694071108,3,0,0
947.0, 23.0, 15.0, 932.0, -1, -1,3,0,1
947.0, 23.0, 174.0, 773.0, 95.0, -1,3,0,1
947.0, 23.0, 366.0, 581.0, 191.0, -1,3,0,1
947.0, 23.0, 558.0, 389.0, 208.0, -1,2,0,1
947.0, 23.0, 750.0, 197.0, 208.0, -1,0,0,1
962.0, 8.0, 797.0, 150.0, 159.70597985047397, -1,2,0,0
947.0, 23.0, 15.0, 932.0, -1, -1,0,0,1
962.0, 8.0, 63.0, 884.0, 22.67156809750927, -1,3,0,0
947.0, 23.0, 15.0, 932.0, -1, 142.21462653327893,3,0,1
947.0, 23.0, 206.0, 741.0, 111.0, 90.50966799187809,3,0,1
947.0, 23.0, 398.0, 549.0, 144.0, 263.8787600395303,0,0,1
970.0, 0.0, 0.0, 947.0, 350.75490017959834, 166.5322791533221,0,0,0
947.0, 23.0, 15.0, 932.0, -1, -1,2,0,1
947.0, 23.0, 206.0, 741.0, 48.0, -1,1,0,1
819.0, 151.0, 302.0, 645.0, 48.0, -1,1,0,1
627.0, 343.0, 302.0, 645.0, 48.0, -1,1,0,1
403.0, 567.0, 302.0, 645.0, 48.0, -1,3,0,1
339.0, 631.0, 430.0, 517.0, 48.0, -1,1,0,1
211.0, 759.0, 526.0, 421.0, 48.0, -1,2,0,1
147.0, 823.0, 366.0, 581.0, 48.0, -1,0,0,1
275.0, 695.0, 302.0, 645.0, 48.0, -1,3,0,1
371.0, 599.0, 430.0, 517.0, 48.0, -1,3,0,1
371.0, 599.0, 622.0, 325.0, 48.0, -1,3,0,1
371.0, 599.0, 846.0, 101.0, 48.0, -1,3,0,1
-1, -1, -1, -1, -1, -1,3,0,1
-1, -1, -1, -1, -1, -1,2,0,0
947.0, 23.0, 15.0, 932.0, -1, 743.3982781793351,2,0,1
947.0, 23.0, 238.0, 709.0, 48.0, 550.5488170907281,1,0,1
819.0, 151.0, 302.0, 645.0, 48.0, 429.32505167995964,1,0,1
595.0, 375.0, 302.0, 645.0, 48.0, 385.33102652135346,2,0,1
531.0, 439.0, 174.0, 773.0, 48.0, 520.9222590751906,3,0,1
-1, -1, -1, -1, -1, -1,0,0,0
947.0, 23.0, 15.0, 932.0, -1, 933.8099378353178,2,0,1
947.0, 23.0, 206.0, 741.0, 64.0, 792.2827778009566,2,0,1
947.0, 23.0, 430.0, 517.0, 64.0, 658.920329023168,2,0,1
947.0, 23.0, 622.0, 325.0, 64.0, 590.0508452667448,2,0,1
947.0, 23.0, 814.0, 133.0, 64.0, 579.5446488407947,3,0,1
-1, -1, -1, -1, -1, -1,1,0,1
-1, -1, -1, -1, -1, -1,2,0,0
947.0, 23.0, 15.0, 932.0, -1, -1,1,0,1
819.0, 151.0, 78.0, 869.0, 97.32420048477151, -1,3,0,1
755.0, 215.0, 206.0, 741.0, 104.546640309481, -1,0,0,1
883.0, 87.0, 270.0, 677.0, 104.546640309481, -1,0,0,1
962.0, 8.0, 255.0, 692.0, 112.00892821556681, -1,0,0,0
947.0, 23.0, 15.0, 932.0, -1, 843.9152801081398,0,0,1
962.0, 8.0, 62.0, 885.0, 21.93171219946131, 808.1392206792094,2,0,0
947.0, 23.0, 15.0, 932.0, -1, 171.95638982020995,2,0,1
947.0, 23.0, 206.0, 741.0, 111.0, 204.89997559785115,2,0,1
947.0, 23.0, 366.0, 581.0, 191.0, 329.460164511584,3,0,1
947.0, 23.0, 558.0, 389.0, 224.0, 505.9644256269407,1,0,1
819.0, 151.0, 622.0, 325.0, 158.39823231336896, 544.9403637096449,0,0,1
627.0, 343.0, 622.0, 325.0, 209.53758612716717, 567.0414446934192,0,0,1
467.0, 503.0, 622.0, 325.0, 224.0, 631.1386535461127,0,0,1
275.0, 695.0, 622.0, 325.0, 224.0, 747.0475219154401,2,0,1
211.0, 759.0, 494.0, 453.0, 158.39823231336896, 710.5153059575846,2,0,1
211.0, 759.0, 302.0, 645.0, 209.53758612716717, 618.0226533064949,0,0,1
339.0, 631.0, 238.0, 709.0, 158.39823231336896, 475.7141999141922,3,0,1
403.0, 567.0, 366.0, 581.0, 137.90213921473443, 480.0,2,0,1
403.0, 567.0, 558.0, 389.0, 209.53758612716717, 614.6999267935535,1,0,1
243.0, 727.0, 622.0, 325.0, 161.69724796668618, 769.3321779309637,2,0,1
179.0, 791.0, 494.0, 453.0, 147.80054127099805, 736.6953237261656,0,0,1
307.0, 663.0, 430.0, 517.0, 137.90213921473443, 595.2344076076248,3,0,1
403.0, 567.0, 558.0, 389.0, 147.80054127099805, 614.6999267935535,0,0,1
531.0, 439.0, 622.0, 325.0, 160.0, 601.2254152977899,2,0,1
595.0, 375.0, 494.0, 453.0, 137.90213921473443, 458.1702740248433,0,0,1
755.0, 215.0, 430.0, 517.0, 164.34719346554112, 353.45155254999236,3,0,1
819.0, 151.0, 558.0, 389.0, 147.80054127099805, 481.06548410793306,1,0,1
691.0, 279.0, 622.0, 325.0, 137.90213921473443, 552.4056480522262,0,0,1
467.0, 503.0, 622.0, 325.0, 217.1128738697915, 631.1386535461127,2,0,1
403.0, 567.0, 494.0, 453.0, 158.39823231336896, 566.1377924145322,1,0,1
275.0, 695.0, 430.0, 517.0, 160.0, 621.3276108463232,1,0,1
83.0, 887.0, 430.0, 517.0, 209.53758612716717, 787.095928079926,3,0,1
36.0, 934.0, 446.0, 501.0, -1, 836.3163277133838,3,0,0
947.0, 23.0, 15.0, 932.0, -1, 759.7058641342713,3,0,1
947.0, 23.0, 174.0, 773.0, 64.0, 615.532289973483,2,0,1
947.0, 23.0, 366.0, 581.0, 64.0, 454.80545291366064,1,0,1
819.0, 151.0, 430.0, 517.0, 64.0, 329.460164511584,1,0,1
595.0, 375.0, 430.0, 517.0, 64.0, 295.0254226333724,0,0,1
403.0, 567.0, 430.0, 517.0, 64.0, 385.33102652135346,2,0,1
307.0, 663.0, 302.0, 645.0, 64.0, 544.9403637096449,0,0,1
467.0, 503.0, 238.0, 709.0, 64.0, 516.9758214849123,1,0,1
659.0, 311.0, 238.0, 709.0, 64.0, 480.0,2,0,1
755.0, 215.0, 110.0, 837.0, 64.0, 615.532289973483,1,0,1
627.0, 343.0, 46.0, 901.0, 64.0, 672.7614733321165,3,0,1
531.0, 439.0, 174.0, 773.0, 64.0, 558.8559742903353,0,0,1
659.0, 311.0, 238.0, 709.0, 64.0, 480.0,2,0,1
755.0, 215.0, 110.0, 837.0, 64.0, 615.532289973483,2,0,1
-1, -1, -1, -1, -1, -1,1,0,0
947.0, 23.0, 15.0, 932.0, -1, 1041.1690544767455,2,0,1
947.0, 23.0, 174.0, 773.0, 95.0, 941.1482348705755,3,0,1
947.0, 23.0, 334.0, 613.0, 175.0, 858.6501033599193,3,0,1
947.0, 23.0, 526.0, 421.0, 271.0, 791.6362801185908,3,0,1
